name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, norad_catalog_number, multiple_name_flag, payload_flag, operational_status_code, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]), USA, USA, National Reconaissance Office, Military, Space Science, null, LEO, Non-Polar Inclined, 0, 500, 506, 0.00043649061545176777, 40.5, 94.6, 3, null, null, 2013-11-19, null, Lawrence Livermore National Laboratory, USA, Wallops Island Flight Facility, Minotaur 1, 2013-064T, 39397, Optical sensors to detect orbiting payloads and debris for orbit measurement., null, null, null, null, null, null, null, null, 2012, 48, H, 38765, null, *, -, US, 2012-01-13, AFWTR, null, null, null, null, null, null, NEA
STPSat-2 (USA 217), USA, USA, USAF Space Test Program, Military, Technology Development, null, LEO, Polar, 0, 650, 650, 0, 72, 97.73, 180, null, null, 2010-11-20, 1 yr., Ball Aerospace, USA, Kodiak Launch Complex, Minotaur 4, 2010-062A, 37222, Two top-priority investigations from the miltary's Space Experiment Review Board., null, SC - ASCR, nssdc.gsfc.nasa.gov/spacewarn/spx685.html, http://www.space-travel.com/reports/Ball_Aerospace_STPSat_2_Satellite_Launches_Aboard_STP_S26_Mission_999.html, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
STPSat-2 (USA 217), USA, USA, USAF Space Test Program, Military, Technology Development, null, LEO, Polar, 0, 650, 650, 0, 72, 97.73, 180, null, null, 2010-11-20, 1 yr., Ball Aerospace, USA, Kodiak Launch Complex, Minotaur 4, 2010-062A, 37222, Two top-priority investigations from the miltary's Space Experiment Review Board., null, SC - ASCR, nssdc.gsfc.nasa.gov/spacewarn/spx685.html, http://www.space-travel.com/reports/Ball_Aerospace_STPSat_2_Satellite_Launches_Aboard_STP_S26_Mission_999.html, null, null, null, null, 1987, 15, A, 17506, null, *, null, US, 1987-01-12, AFWTR, null, null, null, null, null, null, NEA
STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite. USA 205), USA, USA, Missile Defense Agency (MDA), Military, Technology Development, null, LEO, Sun-Synchronous, 0, 867, 879, 0.0008283860278889963, 98.93, 102.41, null, null, null, 2009-05-05, null, Northrop Grumman, USA, Vandenberg AFB, Delta 2, 2009-023A, 34903, Detect and track missile flights., null, SC - ASCR, http://www.lib.cas.cz/space.40/2009/023A.HTM, http://www.satprnews.com/2009/05/11/satellite-launched-by-missile-defense-agency/, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
TET-1 (Technologieerprobungsträger 1. Technology Experiment Carrier), Germany, Germany, German Aerospace Center, Commercial, Technology Development, null, LEO, Sun-Synchronous, 0, 501, 505, 0.00029099374363451185, 97.5, 94.7, 120, null, 20, 2012-07-22, 1 yr., Kayser-Threde GmbH, Germany, Baikonur Cosmodrome, Soyuz-Fregat, 2012-039D, 38710, Center of the OOV (On Orbit Verification) Program. initiated to offer on-orbit verification possibilities to the German industrial and scientific aerospace community., null, www.satellitedebris.net 12/12, http://www.kayser-threde.de/tet/index.html, http://www.dlr.de/sc/en/desktopdefault.aspx/tabid-5139/8653_read-11878/, http://www.zarya.info/Diaries/Launches/Launches.php?year=2012, http://www.tsenki.com/en/launch_services/help_information/launch/2012/?EID=93961, null, null, 2012, 39, D, 38710, null, *, +, GER, 2012-01-22, TYMSC, null, 97.6, null, 419, 418, 0.3903, null
THEMIS A (Time History of Events and Macroscale Interactions during Substorms) , USA, Multinational, NASA/University of California. Berkeley (in partnership with Germany. France. Austria. Canada), Government/Civil, Space Science, null, Elliptical, null, 0, 461, 87304, 0.8640664643550072, 15.7, 1868.98, 126, 77, 40, 2007-02-17, 2 yrs., Swales Aerospace, USA, Cape Canaveral, Delta 2, 2007-004A, 30580, Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2., null, SC - ASCR, http://www.swales.com/spacecraft/themis.html, http://ds9.ssl.berkeley.edu/themis/no_flash.html, http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html, http://www.nasa.gov/mission_pages/themis/mission/index.html, null, null, 2007, 4, A, 30580, M, *, +, US, 2007-01-17, AFETR, null, 9, null, 78237, 1117, 0.3981, null
THEMIS D (Time History of Events and Macroscale Interactions during Substorms) , USA, Multinational, NASA/University of California. Berkeley (in partnership with Germany. France. Austria. Canada), Government/Civil, Space Science, null, Elliptical, null, 0, 467, 87260, 0.8638956075129147, 15.7, 1867.91, 126, 77, 40, 2007-02-17, 2 yrs., Swales Aerospace, USA, Cape Canaveral, Delta 2, 2007-004D, 30797, Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2., null, SC - ASCR, http://www.swales.com/spacecraft/themis.html, http://ds9.ssl.berkeley.edu/themis/no_flash.html, http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html, http://news.discovery.com/space/solar-spacecraft-moon-themis.html, null, null, 2007, 4, D, 30797, M, *, +, US, 2007-01-17, AFETR, null, 7.2, null, 88303, 1080, 0.5012, null
THEMIS E (Time History of Events and Macroscale Interactions during Substorms) , USA, Multinational, NASA/University of California. Berkeley (in partnership with Germany. France. Austria. Canada), Government/Civil, Space Science, null, Elliptical, null, 0, 474, 87526, 0.86412547151082, 15.7, 1875.53, 126, 77, 40, 2007-02-17, 2 yrs., Swales Aerospace, USA, Cape Canaveral, Delta 2, 2007-004E, 30798, Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2., null, SC - ASCR, http://www.swales.com/spacecraft/themis.html, http://ds9.ssl.berkeley.edu/themis/no_flash.html, http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html, http://www.nasa.gov/mission_pages/themis/mission/index.html, null, null, 2007, 4, E, 30798, M, *, +, US, 2007-01-17, AFETR, null, 6.4, null, 82607, 1278, 0.6325, null
THEOS (Thailand Earth Observation System), Thailand, Thailand, Geo-Informatics and Space Technology Development Agency (GISTDA), Government, Earth Observation, Optical Imaging, LEO, Sun-Synchronous, 0, 824, 826, 0.0001389854065323141, 98.7, 101.4, 750, 670, 840, 2008-10-01, 5 yrs., EADS Astrium, France, Dombarovsky Air Base, Dnepr, 2008-049A, 33396, Panchromatic imager with 2M resolution; applications in cartography. land use. agricultural monitoring. forestry management. coastal zone monitoring and flood risk management., null, www.satellitedebris.net 12/12, http://www.astrium.eads.net/en/families/satellite-navigation-sensing-gps-meteorology/remote-sensing/theos, null, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=article&sid=1174&mode=thread&order=0, http://www.lib.cas.cz/space.40/2008/I065B.HTM, null, null, 2008, 49, A, 33396, null, *, +, THAI, 2008-01-01, DLS, null, 98.7, null, 826, 824, 2.8441, null
Tianwang 1B (TW-1B; NJUST-2), NR (12/15), China, Nanjing University of Aeronautics and Astronautics, Civil, Technology Development, null, LEO, Sun-Synchronous, 0, 466, 485, 0.0013877729895551822, 97.32, 94.1, 3, null, null, 2015-09-24, null, Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites, China, Jiuquan Satellite Launch Center, Long March 11, 2015-051C, 40927, Carries amateur radio platform., null, JM/12_15, http://www.arrl.org/news/more-chinese-amateur-radio-satellites-are-aloft, http://www.planet4589.org/space/log/satcat.txt, null, null, null, null, 2011, 22, B, 37606, null, *, +, STCT, 2011-01-20, FRGUI, null, 0, null, 35796, 35778, 5.6234, null
TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics), USA, USA, NASA/Applied Physics Laboratory. Johns Hopkins, Government/Civil, Space Science, null, LEO, Polar, 0, 612, 613, 0.00007160759040458288, 74.1, 97, 587, null, 406, 2001-12-07, 2 yrs., Applied Physics Laboratory. Johns Hopkins, USA, Vandenberg AFB, Delta 2, 2001-055B, 26998, Study influences of the sun and humans on the least explored and understood region of Earth's atmosphere – the Mesosphere and Lower Thermosphere/Ionosphere (MLTI)., null, www.spacedebris.net 12/12, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://nssdc.gsfc.nasa.gov/spacewarn/spx578.html, http://www.timed.jhuapl.edu/mission2/index.html, null, null, null, 2001, 55, B, 26998, M, *, +, US, 2001-01-07, AFWTR, null, 74.1, null, 606, 602, 2.7177, null
TJS-1 (Tongxin Jishu Shiyan 1), NR (12/15), China, Chinese Academy of Space Technology, Government, Technology Development, null, GEO, null, 155.07, 35776, 35795, 0.00022535612197696622, 0, 1436.03, null, null, null, 2015-09-12, null, Chinese Academy of Space Technology (CAST), China, Xichang Satellite Launch Center, Long March 3B, 2015-046A, 40892, Communications technology test satellite., null, JM/12_15, http://prehled-druzic.blogspot.com/2015/09/2015-046.html, http://www.planet4589.org/space/log/satcat.txt, null, null, null, null, 2015, 46, A, 40892, M, *, +, PRC, 2015-01-12, XICLF, null, 0.1, null, 35804, 35770, 65.167, null
Trumpet 3 (NROL-4. National Reconnaissance Office Launch-4. USA 136), USA, USA, National Reconnaissance Office (NRO)/USAF, Military, Earth Observation, Electronic Intelligence, Elliptical, null, 0, 1210, 38740, 0.7122793698994117, 64.7, 709.61, 8000, null, null, 1997-11-08, null, Boeing Satellite Systems, USA, Cape Canaveral, Titan IVA, 1997-068A, 25034, Signals intelligence; surveillance of cellular phones., null, JMSatcat304, http://www.lib.cas.cz/www/space.40/1997/068A.HTM, http://www.drumbeat.mlaterz.net/October%202002/Tracking%20Saddam%20100102a.htm, http://www.msnbc.com/news/185953.asp#BODY, http://www.fas.org/irp/news/1998/06/980606-sigint.htm, null, null, 1985, 114, A, 16328, null, *, D, US, 1985-01-13, WLPIS, 1989-01-11, 37, null, 160, 148, 0.6895, null
Trumpet 3 (NROL-4. National Reconnaissance Office Launch-4. USA 136), USA, USA, National Reconnaissance Office (NRO)/USAF, Military, Earth Observation, Electronic Intelligence, Elliptical, null, 0, 1210, 38740, 0.7122793698994117, 64.7, 709.61, 8000, null, null, 1997-11-08, null, Boeing Satellite Systems, USA, Cape Canaveral, Titan IVA, 1997-068A, 25034, Signals intelligence; surveillance of cellular phones., null, JMSatcat304, http://www.lib.cas.cz/www/space.40/1997/068A.HTM, http://www.drumbeat.mlaterz.net/October%202002/Tracking%20Saddam%20100102a.htm, http://www.msnbc.com/news/185953.asp#BODY, http://www.fas.org/irp/news/1998/06/980606-sigint.htm, null, null, 1997, 68, A, 25034, null, *, +, US, 1997-01-08, AFETR, null, null, null, null, null, null, NEA
TSUBAME, NR, Japan, Tokyo Institute of Technology. Tokyo University of Science and JAXA, Civil, Earth Observation, Earth Science, LEO, Sun-Synchronous, 0, 505, 569, 0.004632981033733893, 97.47, 95.38, 49, null, null, 2014-11-06, null, Tokyo Institute of Technology. Tokyo University of Science and JAXA, Japan, Dombarovsky Air Base, Dnepr, 2014-070E, 40302, Earth observation and observation of gamma ray bursts from the sky., null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, https://directory.eoportal.org/web/eoportal/satellite-missions/h/hodoyoshi-1, null, null, null, null, 2014, 70, E, 40302, null, *, -, JPN, 2014-01-06, DLS, null, 97.3, null, 539, 488, 0.503, null
TSUBAME, NR, Japan, Tokyo Institute of Technology. Tokyo University of Science and JAXA, Civil, Earth Observation, Earth Science, LEO, Sun-Synchronous, 0, 505, 569, 0.004632981033733893, 97.47, 95.38, 49, null, null, 2014-11-06, null, Tokyo Institute of Technology. Tokyo University of Science and JAXA, Japan, Dombarovsky Air Base, Dnepr, 2014-070E, 40302, Earth observation and observation of gamma ray bursts from the sky., null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, https://directory.eoportal.org/web/eoportal/satellite-missions/h/hodoyoshi-1, null, null, null, null, 2017, 82, B, 43066, null, *, +, JPN, 2017-01-23, TANSC, null, 98.3, null, 276, 273, null, null
Advanced Orion 7 (NRO L-37. USA 268), NR (6/16), USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 103, 35613, 35903, 0.003441891378655526, 7.51, 1437.19, 5000, null, null, 2016-06-11, null, National Reconnaissance Laboratory(?), USA, Cape Canaveral, Delta 4 Heavy, 2016-036A, 41584, ELINT., null, ZARYA, http://spaceflightnow.com/2016/06/11/triple-barrel-delta-4-heavy-launches-national-security-satellite/, http://spaceflight101.com/delta-iv-nrol-37/nrol-37-satellite/, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Advanced Orion 7 (NRO L-37. USA 268), NR (6/16), USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 103, 35613, 35903, 0.003441891378655526, 7.51, 1437.19, 5000, null, null, 2016-06-11, null, National Reconnaissance Laboratory(?), USA, Cape Canaveral, Delta 4 Heavy, 2016-036A, 41584, ELINT., null, ZARYA, http://spaceflightnow.com/2016/06/11/triple-barrel-delta-4-heavy-launches-national-security-satellite/, http://spaceflight101.com/delta-iv-nrol-37/nrol-37-satellite/, null, null, null, null, 2016, 36, A, 41584, null, *, +, US, 2016-01-11, AFETR, null, null, null, null, null, null, NEA
UFO-10 (USA 146. UHF F/O F10) "UHF Follow-On", USA, USA, US Navy, Military, Communications, null, GEO, null, 72.67, 35738, 35834, 0.001138627953316254, 1.97, 1436.1, 3200, 1540, 3.800 (EOL), 1999-11-24, 4 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 2, 1999-063A, 25967, Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application., null, JM/12_08, http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html, http://www.globalsecurity.org/military/library, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://www.lib.cas.cz/www/space.40/1999/063A.HTM, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#ufo, null, 1985, 114, B, 16329, null, *, D, US, 1985-01-13, WLPIS, 1987-01-09, 37, null, 195, 174, 2.65, null
UFO-11  (USA 174) "UHF Follow-On", USA, USA, US Navy, Military, Communications, null, GEO, null, 71.44, 35786, 35787, 0.000011860567172322181, 2.16, 1436.1, 3200, 1545, 2.800 (EOL), 2003-12-18, 4 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 3, 2003-057A, 28117, Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application., null, JM/12_08, http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html, http://www.spaceflightnow.com/atlas/ac203/031211uhfprogram.html, http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html, null, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#ufo, null, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
UFO-2 (USA 95) "UHF Follow-On", USA, USA, US Navy, Military, Communications, null, GEO, null, 28.79, 35766, 35807, 0.0004862832540652094, 8.27, 1436.12, 3200, 1545, 2.800 (EOL), 1993-09-03, null, Boeing Satellite Systems, USA, Cape Canaveral, Atlas 2, 1993-056A, 22787, Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application. Inclined., null, JM/1_12, http://www.lib.cas.cz/space.40/1993/I056A.HTM, http://planet4589.org/space/log/geobus0902.ok.lis, null, null, null, null, 1985, 14, A, 15546, null, *, null, US, 1985-01-08, AFWTR, null, null, null, null, null, null, NEA
UFO-6 (USA 114. UFO F6 EHF) "UHF Follow-On", USA, USA, US Navy, Military, Communications, null, GEO, null, -105.5, 35744, 35829, 0.0010081482096473853, 4.11, 1436.12, 3200, 1545, 2.800 (EOL), 1995-10-22, 4 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 2, 1995-057A, 23696, Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application., null, JM/12_08, http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html, http://www.globalsecurity.org/military/library, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://planet4589.org/space/log/geobus0902.ok.lis, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#ufo, null, 1985, 92, B, 16116, M, *, null, US, 1985-01-03, AFETR, null, null, null, null, null, null, NEA
UFO-7 (USA 127. F7 EHF) "UHF Follow-On", USA, USA, US Navy, Military, Communications, null, GEO, null, -21.91, 35738, 35835, 0.0011504750157152516, 3.79, 1436.11, 3200, 1545, 2.800 (EOL), 1996-07-25, 4 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 2, 1996-042A, 23967, Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application., null, JM/12_08, http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html, http://www.globalsecurity.org/military/library, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://planet4589.org/space/log/geobus0902.ok.lis, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#ufo, null, 1985, 92, C, 16117, M, *, null, US, 1985-01-03, AFETR, null, null, null, null, null, null, NEA
